18223.4 28592.2
19502.8 47353.3
47432.3 43525.9
18955.7 47510.4
27011.7 5929.18
20739 46703.7
2582.15 7249.66
18650.8 29401.2
19794.7 45424.4
19418.9 44629.5
17628.2 28589.8
10991.9 11162.7
1720.98 6405.54
37087.9 11382.6
26155.8 6623.24
12096.1 11510
18538.9 47268.3
47602.6 42623.9
48069.5 39035.4
17119.5 29298.4
2671.19 8683.56
18343.3 29625.2
27039.8 4958.99
20847.1 47205.7
48067.1 41396.1
37932.4 11318.7
37489.2 10780.4
10710.9 10592.1
20287.9 45734.8
17597.7 47722.7
3724.99 9439.28
18297.6 48194.3
899.805 6463.21
15571.3 4706.54
633.266 5836.78
36962 9957.45
20130 46238.3
20451.4 46943.2
5807.55 7598.48
2968.37 7350.75
11413.3 9803.95
5841.87 8289.65
47995.9 38779
20844.7 48002.2
20809.1 48289.1
22101.8 47251.4
49812.2 38904.3
10978.4 10183.4
37032.7 11672
46508.6 43083.1
27881 7569.7
1332.95 5254.16
21253.7 48145
11255.1 11206.4
18938.8 45949.4
20946.6 47901.1
5098.36 8401.88
26297.3 22880.8
28341.9 7204.28
37775.7 11093.2
48262.3 38860.2
25677.6 7644.47
37319.5 10089.6
46474.5 39131.1
37637.6 11301
47288.3 39213
46046.5 39777.8
11465.8 10754.4
17898.5 30141.2
25879.3 6789.82
19006.9 45956.4
2009.16 7057.09
26246 22575.9
1496.94 6266.64
45785.1 40021.1
11796 10570
36513.7 9288.1
26325.6 7694.34
19612.6 46710.4
49411.7 38440.9
37458.9 11272.6
18701.4 48886.4
47470.2 38609.2
4787.1 9054.64
46289.1 43602.6
20378 46063.5
18781.8 49827.7
2501.54 8318.42
27021.5 6665.1
49164.9 38678.5
49035.9 41247.6
