3694.49 16723.1
12410.6 3462.75
26648.8 28933.9
3861.93 31235
4651.67 822.126
16124.9 14909.8
14644.6 17153.6
8710.23 4260.77
49301.8 5093.72
41531.6 26962.3
43344.1 6320.06
48489.9 20964.9
27726.9 44620
5546.23 1636.34
31492.2 45361.8
4064.96 32714.1
31295 43038.1
41212.5 22219
18519.1 33064.8
45894.6 7928.99
44665.7 46387.1
48729.7 3645.52
17968.9 33448.2
24311.9 21569.5
11528.3 1778.46
21925.3 16572.7
28885.5 30889.4
13912.2 2292.39
27785.5 36679.4
864.627 20111.1
19637.2 26127.6
9073.24 1643.33
30199.4 47276.8
15772.1 15178.2
32245.9 9329.7
34031.2 45872.2
30803.4 48972
18603.8 14744.6
23966.1 36187.9
47651.4 22950.4
48135.7 17134.6
17669.7 23172
35839.6 26679.2
13439.9 12144.4
33033.2 30572.2
22511.1 40189.9
26931.2 20588.7
28107.8 14965.7
32700.8 46407.7
22870 17668.4
27340.6 48400.7
43855.7 41588.4
3572.27 37972.6
31553.7 23779.4
19721.1 18474.6
13439.5 35358.3
15878.8 9389.52
31475.3 21723.1
11642 13160
34472.9 29847.5
2238.93 28839.5
32130.3 47755.3
4478.13 31962.7
14764.1 11798.1
6285.94 5622.71
48610.2 2681.36
2019.02 26365.8
17241.6 3326.59
2335.25 39095.9
9849.67 32124.4
38456.5 24608.2
11497.6 33359.6
44523 25612.5
33670.4 31265.7
26453 33783
35629 5884.13
14596.8 9730.2
22729.4 16781.9
35789.7 23647.5
32046.5 24390.6
2408.29 23606.7
47892.7 23147.6
7079.02 35104.3
21604.7 4723.55
37765.8 5936.87
25926.4 30863.2
45966.1 37120.2
2127.38 30837.4
29429.6 14346.7
5632.1 19200.5
47200.3 2708.58
24468 31028.9
16807.6 30998.6
47088.6 28929.8
5174.04 3052.54
12135.7 1082.64
12109.7 49997.9
18057.9 17203.9
21971 35365.6
40502.8 182.349
32310.9 18538.5
19750.6 14205.2
32059.8 46378.5
8545.28 5729.77
