0 10 1589 1589 1589
1 55 1589 1589 1589
2 75 1589 1589 1589
3 80 1589 1589 1589
4 87 1589 1589 1589
5 89 1589 1589 1589
6 91 1589 1589 1589
7 92 1589 1589 1589
8 99 1589 1589 1589
9 105 1589 1589 1589
10 105 1589 1589 1589
11 109 1589 1589 1589
12 115 1589 1589 1589
13 117 1589 1589 1589
14 118 1589 1589 1589
15 120 1589 1589 1589
16 125 1589 1589 1589
17 127 1589 1589 1589
18 135 1589 1589 1589
19 138 1589 1589 1589
20 142 1589 1589 1589
21 147 1589 1589 1589
22 150 1589 1589 1589
23 153 1589 1589 1589
24 159 1589 1589 1589
25 162 1589 1589 1589
26 173 1589 1589 1589
27 183 1589 1589 1589
28 191 1589 1589 1589
29 196 1589 1589 1589
30 202 1589 1589 1589
31 207 1589 1589 1589
32 216 1589 1589 1589
33 225 1589 1589 1589
34 226 1589 1589 1589
35 228 1589 1589 1589
36 230 1589 1589 1589
37 235 1589 1589 1589
38 244 1589 1589 1589
39 251 1589 1589 1589
40 261 1589 1589 1589
41 268 1589 1589 1589
42 284 1589 1589 1589
43 296 1589 1589 1589
44 304 1589 1589 1589
45 311 1589 1589 1589
46 328 1589 1589 1589
47 345 1589 1589 1589
48 367 1589 1589 1589
49 386 1589 1589 1589
50 397 1589 1589 1589
51 411 1587 1589 1589
52 413 1582 1588 1589
53 408 1576 1588 1589
54 404 1564 1587 1589
55 405 1555 1586 1589
56 394 1534 1586 1589
57 398 1526 1586 1589
58 401 1520 1586 1589
59 391 1511 1586 1589
60 385 1502 1585 1589
61 386 1500 1585 1589
62 383 1492 1585 1589
63 386 1489 1585 1589
64 386 1486 1585 1589
65 390 1483 1585 1589
66 392 1482 1585 1589
67 389 1476 1585 1589
68 385 1472 1584 1589
69 382 1469 1584 1589
70 381 1465 1584 1589
71 388 1461 1584 1589
72 393 1456 1584 1589
73 402 1454 1584 1589
74 408 1450 1584 1589
75 411 1444 1584 1589
76 424 1441 1584 1589
77 438 1439 1584 1589
78 452 1434 1583 1589
79 461 1429 1583 1589
80 456 1419 1582 1589
81 450 1412 1582 1589
82 448 1406 1582 1589
83 439 1396 1582 1589
84 437 1391 1582 1589
85 439 1387 1582 1589
86 442 1385 1582 1589
87 438 1380 1582 1589
88 439 1375 1582 1589
89 439 1373 1582 1589
90 434 1364 1582 1589
91 431 1359 1582 1589
92 429 1348 1582 1589
93 441 1343 1582 1589
94 445 1336 1582 1589
95 444 1328 1582 1589
